La	ORDER
quiero	ORDER
con	ORDER_ADD
mayonesa	O
,	ORDER_REMOVE
sin	ORDER_REMOVE
kétchup	O
y	ORDER_ADD
con	ORDER_ADD
mostaza	O
.	O

Deja	ORDER_ADD
le	ORDER_ADD
el	O
tomate	O
,	ORDER_REMOVE
pero	ORDER_REMOVE
saca	ORDER_REMOVE
le	ORDER_REMOVE
la	O
lechuga	O
y	ORDER_REMOVE
la	O
carne	O
.	O

Deja	ORDER_ADD
le	ORDER_ADD
el	O
oregano	O
,	O
pero	O
reemplaza	ORDER_REMOVE
me	ORDER_REMOVE
la	O
cebolla	O
por	ORDER_ADD
la	O
gaseosa	O
.	O

Y	O
agranda	ORDER_MUTATE
me	ORDER_MUTATE
las	O
papas	O
y	O
cambia	ORDER_REMOVE
me	ORDER_REMOVE
las	O
por	ORDER_ADD
un	O
cono	O
de	O
vainilla	O
.	O

Y	O
si	O
no	O
tenés	O
de	O
vainilla	O
pone	ORDER_ADD
le	ORDER_ADD
kétchup	O
a	O
la	O
comida	O
y	O
agranda	ORDER_MUTATE
me	ORDER_MUTATE
el	O
menú	O
por	O
50	O
centavos	O
.	O

Pero	O
no	ORDER_REMOVE
le	ORDER_REMOVE
pongas	ORDER_REMOVE
condimentos	O
al	O
helado	O
porque	O
vengo	O
del	O
cine	O
y	O
ella	O
se	O
llama	O
Valentina	O
.	O

Yo	O
quiero	ORDER
una	O
empanada	O
de	ORDER_ADD
roquefort	O
y	ORDER_ADD
apio	O
,	O
también	ORDER
quiero	ORDER
una	O
pizza	O
de	ORDER_ADD
roquefort	O
porque	O
me	O
gusta	O
mucho	O
el	O
roquefort	O
.	O

Para	O
tomar	O
te	ORDER_ADD
voy	ORDER_ADD
a	ORDER_ADD
pedir	ORDER_ADD
una	O
gaseosa	O
.	O

José	O
va	ORDER
a	ORDER
ordernar	ORDER
una	O
pizza	O
grande	O
de	O
jamón	O
.	O

Yo	O
quiero	ORDER
una	O
pizza	O
de	ORDER_ADD
tomate	O
y	ORDER_ADD
morrones	O
.	O

Para	O
tomar	O
te	ORDER_ADD
pido	ORDER_ADD
una	O
coca	O
de	O
litro	O
y	O
medio	O
.	O

José	O
va	ORDER
a	ORDER
querer	ORDER
una	O
pizza	O
grande	O
de	ORDER_ADD
muzarella	O
.	O

Luciana	O
quiere	ORDER
una	O
hamburguesa	O
de	ORDER_ADD
portobellos	O
con	ORDER_ADD
queso	O
.	O

Ella	O
quiere	ORDER
además	ORDER
unas	O
papas	O
fritas	O
y	ORDER
una	O
ensalada	O
de	ORDER_ADD
rúcula	O
para	O
acompañar	O
.	O

Para	ORDER_ADD
beber	ORDER_ADD
ella	O
quiere	ORDER_ADD
una	O
fanta	O
.	O

Yo	O
quiero	ORDER
una	O
pizza	O
de	ORDER_ADD
muzarella	O
,	O
con	ORDER_ADD
tomates	O
y	ORDER_ADD
albahaca	O
.	O

También	ORDER
quiero	ORDER
dos	O
empanadas	O
de	ORDER_ADD
acelga	O
y	ORDER_ADD
una	ORDER_ADD
de	ORDER_ADD
cebolla	O
y	ORDER_ADD
queso	O
.	O

Te	ORDER
voy	ORDER
a	ORDER
pedir	ORDER
también	ORDER
una	O
empanada	O
de	ORDER_ADD
carne	O
picante	O
y	ORDER_ADD
otra	ORDER_ADD
de	ORDER_ADD
carne	O
común	O
.	O

Agrega	ORDER
me	ORDER
una	O
empanada	O
más	O
de	ORDER_ADD
carne	O
cortada	O
a	O
cuchillo	O
.	O

Jorgito	O
va	ORDER
a	ORDER
comer	ORDER
tres	O
empanadas	O
,	O
dos	O
de	ORDER_ADD
muzarella	O
y	O
una	O
de	ORDER_ADD
jamón	O
y	ORDER_ADD
queso	O
.	O

Pedrito	O
quiere	ORDER
una	O
empanada	O
de	ORDER_ADD
atún	O
,	ORDER_ADD
dos	O
empanadas	O
de	O
choclo	O
,	ORDER
tres	O
empanadas	O
de	ORDER_ADD
cebolla	O
y	ORDER_ADD
queso	O
.	O

David	O
quiere	ORDER
una	O
ensalada	O
de	ORDER_ADD
lechuga	O
,	ORDER_ADD
tomate	O
y	ORDER_ADD
palta	O
.	O

También	O
te	ORDER
va	ORDER
a	ORDER
pedir	ORDER
un	O
chorizo	O
.	O

Carlos	O
quiere	ORDER
una	O
hamburguesa	O
con	ORDER_ADD
jamón	O
y	ORDER_ADD
queso	O
,	O
sin	ORDER_REMOVE
tomate	O
.	O

Juanita	O
quiere	ORDER
una	O
hamburguesa	O
con	ORDER_ADD
barbacoa	O
,	O
y	ORDER_ADD
un	O
helado	O
.	O

Juan	O
quiere	ORDER_ADD
también	ORDER_ADD
una	O
gaseosa	O
de	O
pomelo	O
.	O

Yo	O
te	ORDER
voy	ORDER
a	ORDER
pedir	ORDER
un	O
sandwich	O
de	ORDER_ADD
tomate	O
solo	O
.	O

Quiero	ORDER
una	O
pizza	O
.	O

Elijo	ORDER_ADD
una	O
gaseosa	O
.	O

Voy	ORDER
a	ORDER
querer	ORDER
una	O
hamburguesa	O
.	O

Voy	ORDER
a	ORDER
pedir	ORDER
dos	O
empanadas	O
.	O

Voy	ORDER
a	ORDER
pedir	ORDER
te	ORDER
tres	O
hamburguesas	O
.	O

Deseo	ORDER
un	O
brownie	O
con	ORDER_ADD
helado	O
.	O

Tengo	ORDER
ganas	ORDER
de	ORDER
comer	ORDER
tres	O
empanadas	O
de	ORDER_ADD
carne	O
.	O

Quisiera	ORDER
una	O
pizza	O
.	O

A	ORDER
mí	ORDER
da	ORDER
me	ORDER
dos	O
hamburguesas	O
con	ORDER_ADD
papas	O
.	O

Para	O
Luciana	O
te	ORDER
pido	ORDER
una	O
hamburguesa	O
de	ORDER_ADD
lechuga	O
y	ORDER_ADD
tomate	O
.	O

Yo	O
voy	ORDER
a	ORDER
querer	ORDER
dos	O
empanadas	O
de	ORDER_ADD
atún	O
.	O

Para	ORDER
mí	ORDER
una	O
pizza	O
de	ORDER_ADD
muzarella	O
.	O

Da	ORDER
me	ORDER
una	O
empanada	O
de	ORDER_ADD
choclo	O
.	O

Por	ORDER
favor	ORDER
,	ORDER
una	O
empanada	O
de	ORDER_ADD
queso	O
y	ORDER_ADD
cebolla	O
.	O

Yo	ORDER
quiero	ORDER
una	O
hamburguesa	O
con	ORDER_ADD
roquefort	O
y	ORDER_ADD
cebolla	O
caramelizada	O
.	O

Te	ORDER
encargo	ORDER
dos	O
hamburguesas	O
con	ORDER_ADD
panceta	O
y	ORDER_ADD
queso	O
.	O

Te	ORDER
pido	ORDER
una	O
hamburguesa	O
con	ORDER_ADD
jamón	O
y	ORDER_ADD
queso	O
.	O

Quiero	ORDER
pedir	ORDER
tres	O
hamburguesas	O
.	O

Voy	ORDER_ADD
a	ORDER_ADD
ordenar	ORDER_ADD
una	O
coca	O
cola	O
light	O
